event_id,trade_id,signal_id,event_time,event_type,market,symbol,message
02400c6c82d0b586ea33,0836c4e9f97c30dcaa33,aa795cc671eb1e14402e,2026-05-11T14:03:30.271913+00:00,PAPER_CLOSED,forex,USDCHF,TP1
34896644e35e6921fa21,137e1aadf3db03cd2dda,43a46a959445a0be6e28,2026-05-11T14:11:48.920396+00:00,PAPER_OPEN,forex,USDCHF,paper trade opened
3244d0e517fb74117512,8e9b20b892f7db89cee4,802d5016d4147fc5c034,2026-05-11T14:20:30.756291+00:00,PAPER_CLOSED,forex,GBPUSD,TP1
d8ce6eacb8eeed6712e2,137e1aadf3db03cd2dda,43a46a959445a0be6e28,2026-05-11T14:20:31.037254+00:00,PAPER_CLOSED,forex,USDCHF,TP1
7f829a3f7437d04b3365,a7284a410c32f381ff48,c788d0ef6d8ef77cafe8,2026-05-11T14:28:19.237687+00:00,PAPER_OPEN,forex,USDCHF,paper trade opened
7adbece11100bf24dc4f,f9837c95d6d239ef1b14,35e18d755be0de7f440d,2026-05-11T14:28:19.263103+00:00,PAPER_OPEN,forex,GBPUSD,paper trade opened
9ddb32d1d87486f74990,a7284a410c32f381ff48,c788d0ef6d8ef77cafe8,2026-05-11T14:28:20.935725+00:00,PAPER_CLOSED,forex,USDCHF,TP1
bc6f872317c24ca71ff7,f9837c95d6d239ef1b14,35e18d755be0de7f440d,2026-05-11T14:28:21.166100+00:00,PAPER_CLOSED,forex,GBPUSD,TP1
16e5c1b9e287fcdb88ce,e4fcc7f7e8e554b40688,e0ba14e21b363fbaefcf,2026-05-11T14:35:59.278654+00:00,PAPER_OPEN,forex,USDCHF,paper trade opened
9138d05881d3c8236654,846b795bed4adbf4c30a,26a49f35f59ddfe302a6,2026-05-11T14:35:59.304771+00:00,PAPER_OPEN,forex,GBPUSD,paper trade opened
80d3a078eee0f347d94d,e4fcc7f7e8e554b40688,e0ba14e21b363fbaefcf,2026-05-11T14:36:01.070332+00:00,PAPER_CLOSED,forex,USDCHF,TP1
8aca63013088b282e0a3,846b795bed4adbf4c30a,26a49f35f59ddfe302a6,2026-05-11T14:36:01.283649+00:00,PAPER_CLOSED,forex,GBPUSD,TP1
bcd6a7bcf95f7b7c64b4,86779a60a5efa795ac79,6963527fadb17e70fe2c,2026-05-11T14:43:09.508112+00:00,PAPER_OPEN,forex,USDCHF,paper trade opened
